"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","65.","1205","Rape or colza seeds, whether or not broken other than of seed quality.","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","65. | 1205 | Rape or colza seeds, whether or not broken other than of seed quality. | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","66.","1206","Sunflower seeds, whether or not broken other than of seed quality","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","66. | 1206 | Sunflower seeds, whether or not broken other than of seed quality | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","67.","1207","Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Mustard seeds, Safflower (Carthamus tinctorius) seeds, Melon seeds, Poppy seeds, Ajams, Mango kernel, Niger seed, Kokam) whether or not broken, other than of seed quality","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","67. | 1207 | Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Mustard seeds, Safflower (Carthamus tinctorius) seeds, Melon seeds, Poppy seeds, Ajams, Mango kernel, Niger seed, Kokam) whether or not broken, other than of seed quality | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","68.","1208","Flour and meals of oil seeds or oleaginous fruits, other than those of mustard","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","68. | 1208 | Flour and meals of oil seeds or oleaginous fruits, other than those of mustard | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","69.","1209","Tamarind seeds meant for any use other than sowing","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","69. | 1209 | Tamarind seeds meant for any use other than sowing | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","70.","1210 20 00","Hop cones, ground, powdered or in the form of pellets; lupulin","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","70. | 1210 20 00 | Hop cones, ground, powdered or in the form of pellets; lupulin | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","71.","1211","Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purpose, frozen or dried, whether or not cut, crushed or powdered","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","71. | 1211 | Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purpose, frozen or dried, whether or not cut, crushed or powdered | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","72.","1212","Locust beans, seaweeds and other algae, sugar beet and sugar cane, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","72. | 1212 | Locust beans, seaweeds and other algae, sugar beet and sugar cane, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included | 2.5%"
"GST rates2025.pdf","4","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","73.","1301","Natural gums, resins, gum-resins and oleoresins (for example, balsams) [other than lac and shellac]; Compounded asafoetida commonly known as heeng","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","73. | 1301 | Natural gums, resins, gum-resins and oleoresins (for example, balsams) [other than lac and shellac]; Compounded asafoetida commonly known as heeng | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","74.","1302","Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products including tamarind kernel powder","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","74. | 1302 | Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products including tamarind kernel powder | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","75.","1401","Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark)","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","75. | 1401 | Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark) | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","76.","1404 [other than 1404 90 40, 1404 90 60]","Vegetable products not elsewhere specified or included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving, Rudraksha seeds, bidi wrapper leaves(tendu), Indian katha [other than betel leaves, coconut shell unworked]","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","76. | 1404 [other than 1404 90 40, 1404 90 60] | Vegetable products not elsewhere specified or included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving, Rudraksha seeds, bidi wrapper leaves(tendu), Indian katha [other than betel leaves, coconut shell unworked] | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","77.","1404 or 3305","Mehendi paste in cones","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","77. | 1404 or 3305 | Mehendi paste in cones | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","78.","1501","Pig fats (including lard) and poultry fat, other than that of heading 0209 or 1503","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","78. | 1501 | Pig fats (including lard) and poultry fat, other than that of heading 0209 or 1503 | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","79.","1502","Fats of bovine animals, sheep or goats, other than those of heading 1503","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","79. | 1502 | Fats of bovine animals, sheep or goats, other than those of heading 1503 | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","80.","1503","Lard stearin, lard oil, oleo stearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","80. | 1503 | Lard stearin, lard oil, oleo stearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","81.","1504","Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","81. | 1504 | Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","82.","1505","Wool grease and fatty substances derived therefrom (including lanolin)","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","82. | 1505 | Wool grease and fatty substances derived therefrom (including lanolin) | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","83.","1506","Other animal fats and oils and their fractions, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","83. | 1506 | Other animal fats and oils and their fractions, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","84.","1507","Soya-bean oil and its fractions, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","84. | 1507 | Soya-bean oil and its fractions, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","85.","1508","Ground-nut oil and its fractions, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","85. | 1508 | Ground-nut oil and its fractions, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","86.","1509","Olive oil and its fractions, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","86. | 1509 | Olive oil and its fractions, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","87.","1510","Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 1509","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","87. | 1510 | Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 1509 | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","88.","1511","Palm oil and its fractions, whether or not refined, but not chemically modified.","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","88. | 1511 | Palm oil and its fractions, whether or not refined, but not chemically modified. | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","89.","1512","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","89. | 1512 | Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","90.","1513","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","90. | 1513 | Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","5","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","91.","1514","Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","91. | 1514 | Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","6","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","92.","1515","Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","92. | 1515 | Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified | 2.5%"
"GST rates2025.pdf","6","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","93.","1516","Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","93. | 1516 | Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared | 2.5%"
"GST rates2025.pdf","6","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","94.","1516","Animal or microbial fats and animal or microbial oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","94. | 1516 | Animal or microbial fats and animal or microbial oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared | 2.5%"
"GST rates2025.pdf","6","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","95.","1517","Margarine, linoxyn; Edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats or oils or their fractions of heading 1516","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","95. | 1517 | Margarine, linoxyn; Edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats or oils or their fractions of heading 1516 | 2.5%"
